video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,subscriberCount,duration,definition,caption,publishDayName,durationSecs,tagCount,durationS,publishedYear,publishedMonth,durationSeconds
0vu7OvljltE,Twirl With BTS ♡♡,Poor koo🤣🤣🤣🤣#bts#shorts#jikook,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Rm', 'Bts', 'Kim namjoon', 'Kim seokjin', 'Jin', 'Jung ho seok', 'J hope', 'Suga', 'Min yoongi', 'Park jimin', 'Jimin', 'Taehyung', 'Kim taehyung', 'Bts Members', 'Bangtan sonyondan', 'Jeon jungkook', 'Jungkook', 'Jk and jimin', 'Jungkook imitating Jimin', 'Minkook', 'Jungkook and Jimin moment', 'Minkook Moments', 'Jk and Jimin love', 'Jk and Jimin funny moments', 'Funny moments', 'Funny moments jk and jimin', 'Jk and Jimin fun with each other']",2022-08-30 09:55:42+00:00,2962,319,,1,,PT13S,hd,FALSE,Tuesday,0 days 00:00:13,27,13,2022,August,13
EAOSNNKs9GM,Twirl With BTS ♡♡,V's prank on Jin part 1🤣🤣🤣🤣🤣🤣#bts#shorts#taejin,"IN THE SOOP
https://youtu.be/_92oH66bW58

Taehyung's Instagram Story update
https://youtu.be/dgFpNUeKSdc

Bts Busan Expo Brand Ambassador for 2030
https://youtu.be/IqUsAwKMl58



Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Bts', 'Kim namjoon', 'Kim seokjin', 'Jin', 'Jung ho seok', 'J hope', 'Suga', 'Min yoongi', 'Jimin', 'Taehyung', 'Bts Members', 'Bangtan sonyondan', 'Jeon jungkook', 'Jungkook', 'Jungkook and Jin then and now', 'Jungkook and jin', 'Jin and jk teasing each other', 'Jk and jin teasing', 'Teasing', 'Jk jin friendship', 'Love jk jin', 'Jk and jin funny moments', 'Funny video', 'Adorable jk and jin', 'Jk and jin adorable friendship', 'asmr food', 'jin rm', 'bts funny shorts', 'bts Song', 'bts Instagram reels', 'blackpink', 'bts 16 shots dance']",2022-08-30 07:43:36+00:00,107517,12114,,22,,PT16S,hd,FALSE,Tuesday,0 days 00:00:16,32,16,2022,August,16
VzvB9DTnOIY,Twirl With BTS ♡♡,The way taehyung staring and checking jungkook is amazing 🔥🔥🔥😍😍😍😍😍#bts#shorts#vkook#taekook,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs



Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Bts', 'J hope', 'Suga', 'Jimin', 'Taehyung', 'Kim taehyung', 'Bts Members', 'Jeon jungkook', 'Jungkook', 'Taekook Moment', 'Taekook', 'Vkook', 'Tae crying moment', 'V crying', 'Jungkook comforting tae', 'Jk and v', 'Friendship taekook', 'Love taekook', 'Flirt taekook', 'love me', 'like you do', 'Taekook edit', 'Taekook kiss', 'Vkook edit', 'bts shorts', 'taekook status', 'status', 'Bts dance', 'bts songs', 'bts jalebi baby', 'stay alive BTS', 'idol bts', 'bts song', 'bts Instagram Story', 'bts hot edit', 'bts mna 2020']",2022-08-30 05:27:05+00:00,228579,28390,,76,,PT18S,hd,FALSE,Tuesday,0 days 00:00:18,36,18,2022,August,18
3H_qApOYTEQ,Twirl With BTS ♡♡,Wait for Jungkook's face expression🤣🤣🤣🤣🤣🤣#bts#shorts#jk#hopekook,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Rm', 'Bts', 'Kim namjoon', 'Kim seokjin', 'Jin', 'Jung ho seok', 'J hope', 'Suga', 'Min yoongi', 'Park jimin', 'Jimin', 'Taehyung', 'Kim taehyung', 'Bts Members', 'Bangtan sonyondan', 'Jeon jungkook', 'Jungkook', 'Jk and jimin', 'Jungkook imitating Jimin', 'Minkook', 'Jungkook and Jimin moment', 'Minkook Moments', 'Jk and Jimin love', 'Jk and Jimin funny moments', 'Funny moments', 'Funny moments jk and jimin', 'Jk and Jimin fun with each other']",2022-08-30 03:17:04+00:00,23927,2373,,1,,PT8S,hd,FALSE,Tuesday,0 days 00:00:08,27,8,2022,August,8
zRE0djUtApI,Twirl With BTS ♡♡,Tae's eyes on Jin's food🤣🤣🤣🤣#bts#shorts#taejin,"IN THE SOOP
https://youtu.be/_92oH66bW58

Taehyung's Instagram Story update
https://youtu.be/dgFpNUeKSdc

Bts Busan Expo Brand Ambassador for 2030
https://youtu.be/IqUsAwKMl58



Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Bts', 'Kim namjoon', 'Kim seokjin', 'Jin', 'Jung ho seok', 'J hope', 'Suga', 'Min yoongi', 'Jimin', 'Taehyung', 'Bts Members', 'Bangtan sonyondan', 'Jeon jungkook', 'Jungkook', 'Jungkook and Jin then and now', 'Jungkook and jin', 'Jin and jk teasing each other', 'Jk and jin teasing', 'Teasing', 'Jk jin friendship', 'Love jk jin', 'Jk and jin funny moments', 'Funny video', 'Adorable jk and jin', 'Jk and jin adorable friendship', 'asmr food', 'jin rm', 'bts funny shorts', 'bts Song', 'bts Instagram reels', 'blackpink', 'bts 16 shots dance']",2022-08-29 16:02:35+00:00,132314,15160,,40,,PT15S,hd,FALSE,Monday,0 days 00:00:15,32,15,2022,August,15
FE2eSYR64Z4,Twirl With BTS ♡♡,Every time when he is wrong the other members🤣🤣🤣🤣🤣#bts#shorts#Suga,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['#shorts', 'And', 'Videos', 'Jungkook', 'Jk', 'Bts', 'Adorable jungkook', 'Cute jungkook', 'Cute jk', 'Adorable jk', 'Taekook', 'Hot jk', 'Hot jungkook', 'Watsaap status jk', 'Jk hot and adorable', 'Jungkook hot videos', 'Sexy jungkook', 'bts dance', 'bts song', 'Jungkook in ptd soul cocert', 'Jungkookahh body rolls', 'Jungkook body rolls', 'Ptd las vegas cocert', 'Cocert bts', 'Las Vegas', 'Jungkook focus', 'Bts song jungkook focus', 'jk love for army', 'jk love army', 'bts Hindi song short video', 'bts pied Piper song', 'cute life']",2022-08-29 13:42:41+00:00,7296,844,,2,,PT18S,hd,FALSE,Monday,0 days 00:00:18,32,18,2022,August,18
o4J5VgCkC6E,Twirl With BTS ♡♡,Teahyung teasing Jungkook 🤣🤣🤣🤣🤣💜💚💜💚💜💚#bts#shorts#taekook#vkook,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs



Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Bts', 'J hope', 'Suga', 'Jimin', 'Taehyung', 'Kim taehyung', 'Bts Members', 'Jeon jungkook', 'Jungkook', 'Taekook Moment', 'Taekook', 'Vkook', 'Tae crying moment', 'V crying', 'Jungkook comforting tae', 'Jk and v', 'Friendship taekook', 'Love taekook', 'Flirt taekook', 'love me', 'like you do', 'Taekook edit', 'Taekook kiss', 'Vkook edit', 'bts shorts', 'taekook status', 'status', 'Bts dance', 'bts songs', 'bts jalebi baby', 'stay alive BTS', 'idol bts', 'bts song', 'bts Instagram Story', 'bts hot edit', 'bts mna 2020']",2022-08-29 10:28:00+00:00,67808,7446,,21,,PT11S,hd,FALSE,Monday,0 days 00:00:11,36,11,2022,August,11
Z-_yCfYWaac,Twirl With BTS ♡♡,Jungkook whisper something in Taehyung's ear😍😍🤭🤭🤭💜💚💜💚💜#bts#shorts#taekook#vkook,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs



Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Bts', 'J hope', 'Suga', 'Jimin', 'Taehyung', 'Kim taehyung', 'Bts Members', 'Jeon jungkook', 'Jungkook', 'Taekook Moment', 'Taekook', 'Vkook', 'Tae crying moment', 'V crying', 'Jungkook comforting tae', 'Jk and v', 'Friendship taekook', 'Love taekook', 'Flirt taekook', 'love me', 'like you do', 'Taekook edit', 'Taekook kiss', 'Vkook edit', 'bts shorts', 'taekook status', 'status', 'Bts dance', 'bts songs', 'bts jalebi baby', 'stay alive BTS', 'idol bts', 'bts song', 'bts Instagram Story', 'bts hot edit', 'bts mna 2020']",2022-08-29 08:01:08+00:00,4616,561,,0,,PT18S,hd,FALSE,Monday,0 days 00:00:18,36,18,2022,August,18
2coe7Veumh8,Twirl With BTS ♡♡,That Smile🥺🥺🥺😍😍😍😍#bts#shorts#jin#jimin,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs



Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Rm', 'Bts', 'Kim namjoon', 'Kim seokjin', 'Jin', 'Jung ho seok', 'J hope', 'Suga', 'Min yoongi', 'Park jimin', 'Jimin', 'Taehyung', 'Kim taehyung', 'Bts Members', 'Bangtan sonyondan', 'Jeon jungkook', 'Jungkook', 'bts playing rock paper sessiors', 'v snow white', 'go go bts', 'yolo yolo yolo ye bts song', 'army snow white', 'life goes BTS', 'BTS songs', 'blackpink']",2022-08-29 05:01:59+00:00,6219,801,,3,,PT7S,hd,FALSE,Monday,0 days 00:00:07,25,7,2022,August,7
eIf9wIzQaQQ,Twirl With BTS ♡♡,Armies after watching Jungkook's fastest finger heart 🥴🥴🥴🥴🥴#bts#shorts#jk,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Facts and Fun', 'Shorts', '#shorts', 'Ishitamishra', 'And', 'Videos', 'Jungkook', 'Jeon jungkook', 'Kimtaehyung', 'Kim seok jin', 'Kim namjoon', 'Yoongi min', 'Min yoongi', 'Parkjimin', 'Park jimin', 'Jungkook jeon', 'Jung ho seok', 'J hope', 'Bts', 'Jin', 'Jimin', 'Rm', 'Namjoon', 'Seokjin', 'Mochy', 'Suga', 'August', 'Yoongi', 'Namjin', 'Kookmin', 'Jinkook', 'Then and now', 'Bts Members', 'Member', 'Then BTS Members', '2013 BTS Members', '2021 BTS Members', 'Bts Members stamping', 'Funny video', 'Bts funny moments', 'Funny bts', 'Rm stamping', 'Winter pakage', 'Cute jungkook']",2022-08-29 03:03:40+00:00,2379,286,,1,,PT9S,hd,FALSE,Monday,0 days 00:00:09,44,9,2022,August,9
bnrL7sOqWDg,Twirl With BTS ♡♡,V trying to wake our sevage Yoongi🤣🤣🤣🤣🤣🤣#bts#shorts#v#Suga,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['#shorts', 'And', 'Videos', 'Jungkook', 'Jk', 'Bts', 'Adorable jungkook', 'Cute jungkook', 'Cute jk', 'Adorable jk', 'Taekook', 'Hot jk', 'Hot jungkook', 'Watsaap status jk', 'Jk hot and adorable', 'Jungkook hot videos', 'Sexy jungkook', 'bts dance', 'bts song', 'Jungkook in ptd soul cocert', 'Jungkookahh body rolls', 'Jungkook body rolls', 'Ptd las vegas cocert', 'Cocert bts', 'Las Vegas', 'Jungkook focus', 'Bts song jungkook focus', 'jk love for army', 'jk love army', 'bts Hindi song short video', 'bts pied Piper song', 'cute life']",2022-08-28 15:36:29+00:00,87819,11117,,28,,PT27S,hd,FALSE,Sunday,0 days 00:00:27,32,27,2022,August,27
t8jquJY9OBw,Twirl With BTS ♡♡,Their eyes following each other😍😍😍💚💜💚💜💚💜💚#bts#shorts#taekook#vkook,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs



Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Bts', 'J hope', 'Suga', 'Jimin', 'Taehyung', 'Kim taehyung', 'Bts Members', 'Jeon jungkook', 'Jungkook', 'Taekook Moment', 'Taekook', 'Vkook', 'Tae crying moment', 'V crying', 'Jungkook comforting tae', 'Jk and v', 'Friendship taekook', 'Love taekook', 'Flirt taekook', 'love me', 'like you do', 'Taekook edit', 'Taekook kiss', 'Vkook edit', 'bts shorts', 'taekook status', 'status', 'Bts dance', 'bts songs', 'bts jalebi baby', 'stay alive BTS', 'idol bts', 'bts song', 'bts Instagram Story', 'bts hot edit', 'bts mna 2020']",2022-08-28 12:41:54+00:00,11374,1582,,9,,PT20S,hd,FALSE,Sunday,0 days 00:00:20,36,20,2022,August,20
FLKyh9XxIEA,Twirl With BTS ♡♡,Other members meanwhile Golden makne 🤣🤣🤣🤣🤣#bts#shorts#jk,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Facts and Fun', 'Shorts', '#shorts', 'Ishitamishra', 'And', 'Videos', 'Jungkook', 'Jeon jungkook', 'Kimtaehyung', 'Kim seok jin', 'Kim namjoon', 'Yoongi min', 'Min yoongi', 'Parkjimin', 'Park jimin', 'Jungkook jeon', 'Jung ho seok', 'J hope', 'Bts', 'Jin', 'Jimin', 'Rm', 'Namjoon', 'Seokjin', 'Mochy', 'Suga', 'August', 'Yoongi', 'Namjin', 'Kookmin', 'Jinkook', 'Then and now', 'Bts Members', 'Member', 'Then BTS Members', '2013 BTS Members', '2021 BTS Members', 'Bts Members stamping', 'Funny video', 'Bts funny moments', 'Funny bts', 'Rm stamping', 'Winter pakage', 'Cute jungkook']",2022-08-28 10:35:28+00:00,141499,18666,,43,,PT18S,hd,FALSE,Sunday,0 days 00:00:18,44,18,2022,August,18
06nxgqGWme0,Twirl With BTS ♡♡,Taehyungshii no cheating 🤣🤣🤣🤣🤣#bts#shorts#v,"IN THE SOOP
https://youtu.be/_92oH66bW58

Taehyung's Instagram Story update
https://youtu.be/dgFpNUeKSdc

Bts Busan Expo Brand Ambassador for 2030
https://youtu.be/IqUsAwKMl58



Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Bts', 'Kim namjoon', 'Kim seokjin', 'Jin', 'Jung ho seok', 'J hope', 'Suga', 'Min yoongi', 'Jimin', 'Taehyung', 'Bts Members', 'Bangtan sonyondan', 'Jeon jungkook', 'Jungkook', 'Jungkook and Jin then and now', 'Jungkook and jin', 'Jin and jk teasing each other', 'Jk and jin teasing', 'Teasing', 'Jk jin friendship', 'Love jk jin', 'Jk and jin funny moments', 'Funny video', 'Adorable jk and jin', 'Jk and jin adorable friendship', 'asmr food', 'jin rm', 'bts funny shorts', 'bts Song', 'bts Instagram reels', 'blackpink', 'bts 16 shots dance']",2022-08-28 08:16:33+00:00,75819,10203,,22,,PT26S,hd,FALSE,Sunday,0 days 00:00:26,32,26,2022,August,26
ZmyzsOwmE2M,Twirl With BTS ♡♡,Taehyungshii 🥴🥴🔥🥵🔥🥵🥵🔥#bts#v#shorts,,,2022-08-28 05:45:12+00:00,2513,587,,4,,PT12S,hd,FALSE,Sunday,0 days 00:00:12,0,12,2022,August,12
xNfrgP-WDMk,Twirl With BTS ♡♡,Jungkook being kookie Jungkookie koo kookoo 🤗🤗🤗😍😍😍😍#bts#shorts#jk,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Facts and Fun', 'Shorts', '#shorts', 'Ishitamishra', 'And', 'Videos', 'Jungkook', 'Jeon jungkook', 'Kimtaehyung', 'Kim seok jin', 'Kim namjoon', 'Yoongi min', 'Min yoongi', 'Parkjimin', 'Park jimin', 'Jungkook jeon', 'Jung ho seok', 'J hope', 'Bts', 'Jin', 'Jimin', 'Rm', 'Namjoon', 'Seokjin', 'Mochy', 'Suga', 'August', 'Yoongi', 'Namjin', 'Kookmin', 'Jinkook', 'Then and now', 'Bts Members', 'Member', 'Then BTS Members', '2013 BTS Members', '2021 BTS Members', 'Bts Members stamping', 'Funny video', 'Bts funny moments', 'Funny bts', 'Rm stamping', 'Winter pakage', 'Cute jungkook']",2022-08-28 03:24:45+00:00,2266,292,,2,,PT31S,hd,FALSE,Sunday,0 days 00:00:31,44,31,2022,August,31
s1-BcgmdYUg,Twirl With BTS ♡♡,Seems like someone takes his banana milk 🤣🤣🤣🤣🤣🤣#bts#shorts#jk,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Facts and Fun', 'Shorts', '#shorts', 'Ishitamishra', 'And', 'Videos', 'Jungkook', 'Jeon jungkook', 'Kimtaehyung', 'Kim seok jin', 'Kim namjoon', 'Yoongi min', 'Min yoongi', 'Parkjimin', 'Park jimin', 'Jungkook jeon', 'Jung ho seok', 'J hope', 'Bts', 'Jin', 'Jimin', 'Rm', 'Namjoon', 'Seokjin', 'Mochy', 'Suga', 'August', 'Yoongi', 'Namjin', 'Kookmin', 'Jinkook', 'Then and now', 'Bts Members', 'Member', 'Then BTS Members', '2013 BTS Members', '2021 BTS Members', 'Bts Members stamping', 'Funny video', 'Bts funny moments', 'Funny bts', 'Rm stamping', 'Winter pakage', 'Cute jungkook']",2022-08-27 16:12:11+00:00,19917,3063,,12,,PT10S,hd,FALSE,Saturday,0 days 00:00:10,44,10,2022,August,10
iVxrUC-I5zs,Twirl With BTS ♡♡,He is just so perfect 😍😍🔥🔥🔥#bts  #jk #shorts,,,2022-08-27 13:07:14+00:00,2233,437,,3,,PT13S,hd,FALSE,Saturday,0 days 00:00:13,0,13,2022,August,13
Kma6hcy1ohM,Twirl With BTS ♡♡,Taehyung wants Jin's medal 🏅🤣🤣🤣🤣#bts#shorts#taejin,"IN THE SOOP
https://youtu.be/_92oH66bW58

Taehyung's Instagram Story update
https://youtu.be/dgFpNUeKSdc

Bts Busan Expo Brand Ambassador for 2030
https://youtu.be/IqUsAwKMl58



Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Bts', 'Kim namjoon', 'Kim seokjin', 'Jin', 'Jung ho seok', 'J hope', 'Suga', 'Min yoongi', 'Jimin', 'Taehyung', 'Bts Members', 'Bangtan sonyondan', 'Jeon jungkook', 'Jungkook', 'Jungkook and Jin then and now', 'Jungkook and jin', 'Jin and jk teasing each other', 'Jk and jin teasing', 'Teasing', 'Jk jin friendship', 'Love jk jin', 'Jk and jin funny moments', 'Funny video', 'Adorable jk and jin', 'Jk and jin adorable friendship', 'asmr food', 'jin rm', 'bts funny shorts', 'bts Song', 'bts Instagram reels', 'blackpink', 'bts 16 shots dance']",2022-08-27 11:10:50+00:00,58832,7810,,5,,PT10S,hd,FALSE,Saturday,0 days 00:00:10,32,10,2022,August,10
