video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,subscriberCount,duration,definition,caption,publishDayName,durationSecs,tagCount,durationS,publishedYear,publishedMonth,durationSeconds
f7TYl18SXsQ,Twirl With BTS ♡♡,His heart touching voice💜💜💜💜💜#bts#shorts#jk,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Facts and Fun', 'Shorts', '#shorts', 'Ishitamishra', 'And', 'Videos', 'Jungkook', 'Jeon jungkook', 'Kimtaehyung', 'Kim seok jin', 'Kim namjoon', 'Yoongi min', 'Min yoongi', 'Parkjimin', 'Park jimin', 'Jungkook jeon', 'Jung ho seok', 'J hope', 'Bts', 'Jin', 'Vv', 'Jimin', 'Rm', 'Namjoon', 'Seokjin', 'Mochy', 'Suga', 'Yoongi', 'Taekook', 'Vkook', 'Kookmin', 'Vmin', 'Member', 'Las vegas', 'Bts in Las Vegas', 'Bts grammy', 'Bts grammy night', ""Vhopekook enjoying las vegas night'"", 'Bts in Las Vegas enjoying', 'Vhopekook', 'Taekook moment', 'Bts las vegas grammy', 'Grammy 2022 BTS']",2022-06-20 08:24:54+00:00,1203,135,,1,,PT16S,hd,FALSE,Monday,0 days 00:00:16,43,16,2022,June,16
NayIp3hrOdo,Twirl With BTS ♡♡,members reaction to namjoon's ending fairy pose🤣🤣🤣🤣🤣#bts #shorts#rm,,,2022-06-20 06:55:08+00:00,3274,346,,4,,PT16S,hd,FALSE,Monday,0 days 00:00:16,0,16,2022,June,16
tR3QG2_sXHg,Twirl With BTS ♡♡,Jungkook's various types of notes 🎶🎶😍😍😍#bts#shorts#jk,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Facts and Fun', 'Shorts', '#shorts', 'Ishitamishra', 'And', 'Videos', 'Jungkook', 'Jeon jungkook', 'Kimtaehyung', 'Kim seok jin', 'Kim namjoon', 'Yoongi min', 'Min yoongi', 'Parkjimin', 'Park jimin', 'Jungkook jeon', 'Jung ho seok', 'J hope', 'Bts', 'Jin', 'Vv', 'Jimin', 'Rm', 'Namjoon', 'Seokjin', 'Mochy', 'Suga', 'Yoongi', 'Taekook', 'Vkook', 'Kookmin', 'Vmin', 'Member', 'Las vegas', 'Bts in Las Vegas', 'Bts grammy', 'Bts grammy night', ""Vhopekook enjoying las vegas night'"", 'Bts in Las Vegas enjoying', 'Vhopekook', 'Taekook moment', 'Bts las vegas grammy', 'Grammy 2022 BTS']",2022-06-20 05:36:10+00:00,2163,283,,1,,PT15S,hd,FALSE,Monday,0 days 00:00:15,43,15,2022,June,15
RYCr26r4swc,Twirl With BTS ♡♡,Taetae cutie🤭🤭🤭😍😍😍😍💜💜💜#bts #v #shorts,,,2022-06-20 03:35:43+00:00,241,28,,0,,PT15S,hd,FALSE,Monday,0 days 00:00:15,0,15,2022,June,15
wo8SfBkkgnc,Twirl With BTS ♡♡,The background decor 😍😍😍😍#bts#shorts,,,2022-06-19 13:45:38+00:00,2705,334,,1,,PT16S,hd,FALSE,Sunday,0 days 00:00:16,0,16,2022,June,16
8wJaEC6tpho,Twirl With BTS ♡♡,Taehyung's Instagram Story 😍😍😍😍😍#bts#shorts#v#jk,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs



Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Rm', 'Bts', 'Kim namjoon', 'Kim seokjin', 'Jin', 'Jung ho seok', 'J hope', 'Suga', 'Min yoongi', 'Park jimin', 'Jimin', 'Taehyung', 'Kim taehyung', 'Bts Members', 'Bangtan sonyondan', 'Jeon jungkook', 'Jungkook', 'Taehyung hot edit', 'Hot tae', 'V hot edit', 'V cute', 'V hot shorts', 'Shorts', 'V hot and cute', 'Cute v', 'Cute taehyung', 'Hot taehyung video', 'Tae Instagram', ""Taehyung Instagram I'd"", 'V Instagram post', 'V Instagram', 'V Instagram account', 'V Instagram story']",2022-06-19 11:45:13+00:00,27194,3579,,14,,PT10S,hd,FALSE,Sunday,0 days 00:00:10,33,10,2022,June,10
2URw0foeCpY,Twirl With BTS ♡♡,Taekook wink 🤭🤭🤭🤭🤭#bts#v#jk#taekook,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs



Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Bts', 'J hope', 'Suga', 'Jimin', 'Taehyung', 'Kim taehyung', 'Bts Members', 'Jeon jungkook', 'Jungkook', 'Taekook Moment', 'Taekook', 'Vkook', 'Tae crying moment', 'V crying', 'Jungkook comforting tae', 'Jk and v', 'Friendship taekook', 'Love taekook', 'Flirt taekook', 'love me', 'like you do', 'Taekook edit', 'Taekook kiss', 'Vkook edit', 'bts shorts', 'taekook status', 'status', 'Bts dance', 'bts songs', 'bts jalebi baby', 'stay alive BTS', 'idol bts', 'bts song', 'bts Instagram Story', 'bts hot edit', 'bts mna 2020']",2022-06-19 11:34:53+00:00,3600,452,,2,,PT8S,hd,FALSE,Sunday,0 days 00:00:08,36,8,2022,June,8
fASdrcKLcaU,Twirl With BTS ♡♡,How magical 😍😍✨✨#bts#shorts#v#jk#teekook,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs



Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Bts', 'J hope', 'Suga', 'Jimin', 'Taehyung', 'Kim taehyung', 'Bts Members', 'Jeon jungkook', 'Jungkook', 'Taekook Moment', 'Taekook', 'Vkook', 'Tae crying moment', 'V crying', 'Jungkook comforting tae', 'Jk and v', 'Friendship taekook', 'Love taekook', 'Flirt taekook', 'love me', 'like you do', 'Taekook edit', 'Taekook kiss', 'Vkook edit', 'bts shorts', 'taekook status', 'status', 'Bts dance', 'bts songs', 'bts jalebi baby', 'stay alive BTS', 'idol bts', 'bts song', 'bts Instagram Story', 'bts hot edit', 'bts mna 2020']",2022-06-19 10:11:07+00:00,2716,334,,1,,PT14S,hd,FALSE,Sunday,0 days 00:00:14,36,14,2022,June,14
I8JWrDDFUMk,Twirl With BTS ♡♡,Shy leaders 😍😍😍😍😍#bts#shorts#rm,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Shorts', '#shorts', 'Ishitamishra', 'And', 'Videos', 'Jungkook', 'Jeon jungkook', 'Kimtaehyung', 'Kim seok jin', 'Kim namjoon', 'Yoongi min', 'Min yoongi', 'Parkjimin', 'Park jimin', 'Jung ho seok', 'J hope', 'Bts', 'Jin', 'Jimin', 'Rm', 'Namjoon', 'Seokjin', 'Mochy', 'Suga', 'August', 'Yoongi', 'Namjin', 'Kookmin', 'Jinkook', 'Then and now', 'Bts Members', 'Member', 'Then BTS Members', '2013 BTS Members', '2021 BTS Members', 'Funny video', 'Bts funny moments', 'Winter pakage', 'Cute jungkook', 'Vlive', 'Bts festa', 'Bts celebration', 'Bts crying']",2022-06-19 09:50:10+00:00,7004,765,,0,,PT8S,hd,FALSE,Sunday,0 days 00:00:08,43,8,2022,June,8
Y8uDJp9jX2E,Twirl With BTS ♡♡,Both doing the same fairy pose but in different way🤭🤭🤭🤭🤭#bts#shorts#v#suga,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['#shorts', 'And', 'Videos', 'Jungkook', 'Jk', 'Bts', 'Adorable jungkook', 'Cute jungkook', 'Cute jk', 'Adorable jk', 'Taekook', 'Hot jk', 'Hot jungkook', 'Watsaap status jk', 'Jk hot and adorable', 'Jungkook hot videos', 'Sexy jungkook', 'bts dance', 'bts song', 'Jungkook in ptd soul cocert', 'Jungkookahh body rolls', 'Jungkook body rolls', 'Ptd las vegas cocert', 'Cocert bts', 'Las Vegas', 'Jungkook focus', 'Bts song jungkook focus', 'jk love for army', 'jk love army', 'bts Hindi song short video', 'bts pied Piper song', 'cute life']",2022-06-19 09:36:35+00:00,2161,222,,3,,PT14S,hd,FALSE,Sunday,0 days 00:00:14,32,14,2022,June,14
yu656snGLKQ,Twirl With BTS ♡♡,Rap line🥵🥵🥵😍😍😍😍😍😍#bts#shorts#rm#jhope#suga,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Facts and Fun', 'Shorts', '#shorts', 'Ishitamishra', 'And', 'Videos', 'Jungkook', 'Jeon jungkook', 'Kimtaehyung', 'Kim seok jin', 'Kim namjoon', 'Yoongi min', 'Min yoongi', 'Parkjimin', 'Park jimin', 'Jungkook jeon', 'Jung ho seok', 'J hope', 'Bts', 'Jin', 'Vv', 'Jimin', 'Rm', 'Namjoon', 'Seokjin', 'Mochy', 'Suga', 'Yoongi', 'Taekook', 'Vkook', 'Kookmin', 'Vmin', 'Member', 'Las vegas', 'Bts in Las Vegas', 'Bts grammy', 'Bts grammy night', ""Vhopekook enjoying las vegas night'"", 'Bts in Las Vegas enjoying', 'Vhopekook', 'Taekook moment', 'Bts las vegas grammy', 'Grammy 2022 BTS']",2022-06-19 09:23:32+00:00,957,123,,0,,PT11S,hd,FALSE,Sunday,0 days 00:00:11,43,11,2022,June,11
aOiXiURIxd4,Twirl With BTS ♡♡,Same soul with different body🤭🤭🤭🤭#bts#shorts#v#jk#taekook,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs



Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Bts', 'J hope', 'Suga', 'Jimin', 'Taehyung', 'Kim taehyung', 'Bts Members', 'Jeon jungkook', 'Jungkook', 'Taekook Moment', 'Taekook', 'Vkook', 'Tae crying moment', 'V crying', 'Jungkook comforting tae', 'Jk and v', 'Friendship taekook', 'Love taekook', 'Flirt taekook', 'love me', 'like you do', 'Taekook edit', 'Taekook kiss', 'Vkook edit', 'bts shorts', 'taekook status', 'status', 'Bts dance', 'bts songs', 'bts jalebi baby', 'stay alive BTS', 'idol bts', 'bts song', 'bts Instagram Story', 'bts hot edit', 'bts mna 2020']",2022-06-19 07:22:29+00:00,2893,392,,2,,PT14S,hd,FALSE,Sunday,0 days 00:00:14,36,14,2022,June,14
h9KB2inRYUc,Twirl With BTS ♡♡,He is unstoppable 🔥🔥🔥🔥#bts#shorts,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Facts and Fun', 'Shorts', '#shorts', 'Ishitamishra', 'And', 'Videos', 'Jungkook', 'Jeon jungkook', 'Kimtaehyung', 'Kim seok jin', 'Kim namjoon', 'Yoongi min', 'Min yoongi', 'Parkjimin', 'Park jimin', 'Jungkook jeon', 'Jung ho seok', 'J hope', 'Bts', 'Jin', 'Vv', 'Jimin', 'Rm', 'Namjoon', 'Seokjin', 'Mochy', 'Suga', 'Yoongi', 'Taekook', 'Vkook', 'Kookmin', 'Vmin', 'Member', 'Las vegas', 'Bts in Las Vegas', 'Bts grammy', 'Bts grammy night', ""Vhopekook enjoying las vegas night'"", 'Bts in Las Vegas enjoying', 'Vhopekook', 'Taekook moment', 'Bts las vegas grammy', 'Grammy 2022 BTS']",2022-06-19 06:40:47+00:00,2076,238,,2,,PT23S,hd,FALSE,Sunday,0 days 00:00:23,43,23,2022,June,23
3_TzlBwl9BE,Twirl With BTS ♡♡,Taehyung's flirting skills 🔥🔥🔥🔥#bts#shorts#v,,,2022-06-19 04:57:59+00:00,74365,4837,,16,,PT14S,hd,FALSE,Sunday,0 days 00:00:14,0,14,2022,June,14
uHpbNFCDkwA,Twirl With BTS ♡♡,Guess who is there🤔🤔😂😂😂😂#bts#shorts#jin,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['#shorts', 'Bts', 'Taekook', 'bts dance', 'bts song', 'Ptd las vegas cocert', 'Cocert bts', 'Las Vegas', 'bts speech', 'jin in Las Vegas concert', 'jin HAND', 'jin injury', 'jin performance lv stage', 'jin and jhope', 'kim seokjin', 'seokjin', 'jhope', 'jin and hobi', 'jin crying', 'jin love army', 'bts jin', 'kdrama', 'make me a believer', 'Taekook ff']",2022-06-19 03:17:30+00:00,1598,163,,14,,PT9S,hd,FALSE,Sunday,0 days 00:00:09,24,9,2022,June,9
ixxznM0MIdo,Twirl With BTS ♡♡,Makne line🤣🤣🤣🤣🤣#bts #jimin #v #jk #shorts,,,2022-06-18 13:56:32+00:00,615959,64937,,194,,PT12S,hd,FALSE,Saturday,0 days 00:00:12,0,12,2022,June,12
zR5t5vPf-JQ,Twirl With BTS ♡♡,Reality 😂😂😂😂😂#bts#shorts#v,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['#shorts', 'And', 'Videos', 'Jungkook', 'Jk', 'Bts', 'Adorable jungkook', 'Cute jungkook', 'Cute jk', 'Adorable jk', 'Taekook', 'Hot jk', 'Hot jungkook', 'Watsaap status jk', 'Jk hot and adorable', 'Jungkook hot videos', 'Sexy jungkook', 'bts dance', 'bts song', 'Jungkook in ptd soul cocert', 'Jungkookahh body rolls', 'Jungkook body rolls', 'Ptd las vegas cocert', 'Cocert bts', 'Las Vegas', 'Jungkook focus', 'Bts song jungkook focus', 'jk love for army', 'jk love army', 'bts Hindi song short video', 'bts pied Piper song', 'cute life']",2022-06-18 13:26:50+00:00,3493,415,,1,,PT14S,hd,FALSE,Saturday,0 days 00:00:14,32,14,2022,June,14
Vk1E1j184uU,Twirl With BTS ♡♡,Jikook 😂😂😂😂#bts#shorts#jimin#jk#jikook,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Rm', 'Bts', 'Kim namjoon', 'Kim seokjin', 'Jin', 'Jung ho seok', 'J hope', 'Suga', 'Min yoongi', 'Park jimin', 'Jimin', 'Taehyung', 'Kim taehyung', 'Bts Members', 'Bangtan sonyondan', 'Jeon jungkook', 'Jungkook', 'Jk and jimin', 'Jungkook imitating Jimin', 'Minkook', 'Jungkook and Jimin moment', 'Minkook Moments', 'Jk and Jimin love', 'Jk and Jimin funny moments', 'Funny moments', 'Funny moments jk and jimin', 'Jk and Jimin fun with each other']",2022-06-18 13:06:13+00:00,2070,260,,0,,PT12S,hd,FALSE,Saturday,0 days 00:00:12,27,12,2022,June,12
t_efpWQ_d4s,Twirl With BTS ♡♡,Jungkook tattoo make me love him again 😅💚💚💚💚💚#bts#shorts#jk,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Facts and Fun', 'Shorts', '#shorts', 'Ishitamishra', 'And', 'Videos', 'Jungkook', 'Jeon jungkook', 'Kimtaehyung', 'Kim seok jin', 'Kim namjoon', 'Yoongi min', 'Min yoongi', 'Parkjimin', 'Park jimin', 'Jungkook jeon', 'Jung ho seok', 'J hope', 'Bts', 'Jin', 'Vv', 'Jimin', 'Rm', 'Namjoon', 'Seokjin', 'Mochy', 'Suga', 'Yoongi', 'Taekook', 'Vkook', 'Kookmin', 'Vmin', 'Member', 'Las vegas', 'Bts in Las Vegas', 'Bts grammy', 'Bts grammy night', ""Vhopekook enjoying las vegas night'"", 'Bts in Las Vegas enjoying', 'Vhopekook', 'Taekook moment', 'Bts las vegas grammy', 'Grammy 2022 BTS']",2022-06-18 10:28:56+00:00,273,26,,0,,PT12S,hd,FALSE,Saturday,0 days 00:00:12,43,12,2022,June,12
U5EgvQ0ODj0,Twirl With BTS ♡♡,Cutie lovely sexy... You know😊😍😍😍😍😍#bts#shorts#jimin,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs



Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['jimin', 'jimin BTS', 'jimin BTS edit', 'jimin hot edit', 'bts shorts', 'Blackpink', 'jimin sexy edits', 'las vegas', 'grammy', 'bts in 2022', 'bts las vegas Concert', 'bts jimin new hairstyle', 'jimin hair style', 'habibi', 'jimin habibi edit', '#shorts', 'bts shorts jimin', 'bts habibi', 'habibi edit bts']",2022-06-18 10:13:47+00:00,2318,322,,6,,PT6S,hd,FALSE,Saturday,0 days 00:00:06,19,6,2022,June,6
caC0pGjg4Zg,Twirl With BTS ♡♡,Which smile you like the most😍😍😍😍😍😍#bts#shorts#jk#jhope#suga,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs

Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Facts and Fun', 'Shorts', '#shorts', 'Ishitamishra', 'And', 'Videos', 'Jungkook', 'Jeon jungkook', 'Kimtaehyung', 'Kim seok jin', 'Kim namjoon', 'Yoongi min', 'Min yoongi', 'Parkjimin', 'Park jimin', 'Jungkook jeon', 'Jung ho seok', 'J hope', 'Bts', 'Jin', 'Vv', 'Jimin', 'Rm', 'Namjoon', 'Seokjin', 'Mochy', 'Suga', 'Yoongi', 'Taekook', 'Vkook', 'Kookmin', 'Vmin', 'Member', 'Las vegas', 'Bts in Las Vegas', 'Bts grammy', 'Bts grammy night', ""Vhopekook enjoying las vegas night'"", 'Bts in Las Vegas enjoying', 'Vhopekook', 'Taekook moment', 'Bts las vegas grammy', 'Grammy 2022 BTS']",2022-06-18 09:09:09+00:00,1964,222,,4,,PT6S,hd,FALSE,Saturday,0 days 00:00:06,43,6,2022,June,6
#NAME?,Twirl With BTS ♡♡,They are too hot 🔥🔥🥵🥵🔥🔥🔥#v#jimin #bts #shorts,,,2022-06-18 07:19:59+00:00,2593,411,,5,,PT16S,hd,FALSE,Saturday,0 days 00:00:16,0,16,2022,June,16
2d99KntBxTo,Twirl With BTS ♡♡,How cutely Jk saying huh😍😍😍😍#bts#shorts#jk#v,"Pts LV Concert jungkook full speech eng sub
https://youtu.be/sM4yEm4pOKs



Full English subtitles Instagram Story of jungkook is here -----
https://youtu.be/LXmNrtPyBQQ

https://youtu.be/2iBW6vbtzR8

https://youtu.be/tLGbk1Y6tAE

https://youtu.be/9DVCKRDUopo

Click here👆👆👆👆👆
Watch now
💜💜💜💜💜💜
#bts
#rm
#kimnamjoon
#kimseokjin
#jin
#kimtaehyung
#v
#taehyung
#jeonjungkook
#jk
#jungkook
#jhope
#hobi
#junghoseok
#minyoongi
#suga
#parkjimin
#jimin


Follow Me On Instagram I'd---- ishita_mishra_88","['Bts', 'J hope', 'Suga', 'Jimin', 'Taehyung', 'Kim taehyung', 'Bts Members', 'Jeon jungkook', 'Jungkook', 'Taekook Moment', 'Taekook', 'Vkook', 'Tae crying moment', 'V crying', 'Jungkook comforting tae', 'Jk and v', 'Friendship taekook', 'Love taekook', 'Flirt taekook', 'love me', 'like you do', 'Taekook edit', 'Taekook kiss', 'Vkook edit', 'bts shorts', 'taekook status', 'status', 'Bts dance', 'bts songs', 'bts jalebi baby', 'stay alive BTS', 'idol bts', 'bts song', 'bts Instagram Story', 'bts hot edit', 'bts mna 2020']",2022-06-18 05:53:14+00:00,5728,584,,1,,PT15S,hd,FALSE,Saturday,0 days 00:00:15,36,15,2022,June,15
